TÁCTICA;Técnica;ID;Táctica Adicional;Implementada;Subtécnica;ID;Técnicas Adicionales;Detectable por Red;Sólo Detectable por Red;Detectable mediante patrones;Mecanismo de detección;Implementada
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;Dynamic-link Library Injection;T1055.001;-;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;Portable Executable Injection;T1055.002;-;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;Thread Execution Hijacking;T1055.003;-;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;Asynchronous Procedure Call;T1055.004;-;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;Thread Local Storage;T1055.005;--;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;Ptrace System Calls;T1055.008;-;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;Proc Memory;T1055.009;-;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;Extra Window Memory Injection;T1055.011;-;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;Process Hollowing;T1055.012;-;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;Process Doppelgänging;T1055.013;-;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;VDSO Hijacking;T1055.014;-;NO;NO;-;-;NO
Defense Evasion;Process Injection;T1055;Privilege Escalation;NO;ListPlanting;T1055.015;-;NO;NO;-;-;NO
Defense Evasion;Reflective Code Loading;T1620;-;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;Rogue Domain Controller;T1207;-;SI;-;-;-;SI;NO;SÍ;Regla que detecte una llamada a la función DRSUAPI_REPLICA_ADD (5);SI
Defense Evasion;Rootkit;T1014;-;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;Suvert Trust Controls;T1553;-;NO;Gatekeeper Bypass;T1553.001;-;NO;NO;-;-;NO
Defense Evasion;Suvert Trust Controls;T1553;-;NO;Code Signing;T1553.002;-;NO;NO;-;-;NO
Defense Evasion;Suvert Trust Controls;T1553;-;NO;SIP and Trust Provider Hijacking;T1553.003;-;NO;NO;-;-;NO
Defense Evasion;Suvert Trust Controls;T1553;-;NO;Install Root Certificate;T1553.004;-;NO;NO;-;-;NO
Defense Evasion;Suvert Trust Controls;T1553;-;NO;Mark-of-the-Web Bypass;T1553.005;-;NO;NO;-;-;NO
Defense Evasion;Suvert Trust Controls;T1553;-;NO;Code Signing Policy Modification;T1553.006;-;NO;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Compiled HTML File;T1218.001;-;NO;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Control Panel;T1218.002;-;NO;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;CMSTP;T1218.003;-;SI;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;InstallUtil;T1218.004;-;NO;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Mshta;T1218.005;-;SI;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Msiexec;T1218.007;-;SI;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Obdconf;T1218.008;-;NO;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Regsvcs/Regasm;T1218.009;-;NO;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Regsvr32;T1218.010;-;SI;NO;NO;-;SI
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Rundll32;T1218.011;-;NO;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Verclsid;T1218.012;-;NO;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Mavinject;T1218.013;-;NO;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;MMC;T1218.014;-;NO;NO;-;-;NO
Defense Evasion;System Binary Proxy Execution;T1218;-;SI;Electron Applications;T1218.015;-;NO;NO;-;-;NO
Defense Evasion;System Script Proxy Execution;T1216;-;NO;PubPrn;T1216.001;-;NO;NO;-;-;NO
Defense Evasion;System Script Proxy Execution;T1216;-;NO;SyncAppvPublishingServer;T1216.002;-;NO;NO;-;-;NO
Defense Evasion;Template Injection;T1221;-;SI;-;-;-;SI;NO;NO, salvo circunstancias concretas del ataque;Detección por lista negra/anomalías. Debería monitorizarse y detectar tráfico de red hacia direcciones o dominios marcados en listas negras. En algún caso concreto, se puede descargar y ejecutar malware por lo que se debe monitorizar y detectar la descarga de este tipo de ficheros;SI
Defense Evasion;Traffic Signaling;T1205;Persistence, Command and Control;SI;Port Knocking;T1205.001;-;SI;NO;NO;-;SI
Defense Evasion;Traffic Signaling;T1205;Persistence, Command and Control;SI;Socket Filters;T1205.002;-;SI;NO;-;-;NO
Defense Evasion;Trusted Developer Utilities Proxy Execution;T1127;-;NO;MSBuild;T1127.001;-;NO;NO;-;-;NO
Defense Evasion;Unused/Unsupported Cloud Regions;T1535;-;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;Use Alternate Authentication Material;T1550;Defense Evasion;NO;Application Access Token;T1550.001;-;NO;NO;-;-;NO
Defense Evasion;Use Alternate Authentication Material;T1550;Defense Evasion;NO;Pass the Hash;T1550.002;-;NO;NO;-;-;NO
Defense Evasion;Use Alternate Authentication Material;T1550;Defense Evasion;NO;Pass the Ticket;T1550.003;-;NO;NO;-;-;NO
Defense Evasion;Use Alternate Authentication Material;T1550;Defense Evasion;NO;Web Session Cookie;T1550.004;-;NO;NO;-;-;NO
Defense Evasion;Valid Accounts;T1078;Initial Access,Persistence,Privilege Escalation;NO;Default Accounts;T1078.001;-;NO;NO;-;-;NO
Defense Evasion;Valid Accounts;T1078;Initial Access,Persistence,Privilege Escalation;NO;Domain Accounts;T1078.002;-;NO;NO;-;-;NO
Defense Evasion;Valid Accounts;T1078;Initial Access,Persistence,Privilege Escalation;NO;Local Accounts;T1078.003;-;NO;NO;-;-;NO
Defense Evasion;Valid Accounts;T1078;Initial Access,Persistence,Privilege Escalation;NO;Cloud Accounts;T1078.004;-;NO;NO;-;-;NO
Defense Evasion;Virtualization/Sandbox Evasion;T1497;Discovery;NO;System Checks;T1497.001;-;NO;NO;-;-;NO
Defense Evasion;Virtualization/Sandbox Evasion;T1497;Discovery;NO;User Activity Based Checks;T1497.002;-;NO;NO;-;-;NO
Defense Evasion;Virtualization/Sandbox Evasion;T1497;Discovery;NO;Time Based Evasion;T1497.003;-;NO;NO;-;-;NO
Defense Evasion;Weaken Encryption;T1600;-;NO;Reduce Key Space;T1600.001;-;NO;NO;-;-;NO
Defense Evasion;Weaken Encryption;T1600;-;NO;Disable Crypto Hardware;T1600.002;-;NO;NO;-;-;NO
Defense Evasion;XSL Script Processing;T1220;-;NO;-;-;-;NO;NO;-;-;NO
Credential Access;Adversary-in-the-Middle;T1557;Collection;SI;LLMNR/NBT-NS Poisoning and SMB Relay;T1557.001;-;SI;NO;-;-;NO
Credential Access;Adversary-in-the-Middle;T1557;Collection;SI;ARP Cache Poisoning;T1557.002;-;SI;SI;SI;Mediante el uso de preprocesadores, la detección de este ataque es posible estableciendo un asociación entre la IP a proteger y su dirección MAC correspondiente. De esta forma, se puede fundar una regla que detecte mensajes ARP que incumplen esta asociación y que avistan de un posible ataque por suplantación MAC;SI
Credential Access;Adversary-in-the-Middle;T1557;Collection;SI;DHCP Spoofing;T1557.003;-;SI;NO;SI;Regla genérica que detecte un envío masivo de procedimientos DHCP completos (DISCOVERY, OFFER, REQUEST, ACK). Otra alternativa es una regla personalizada que analice mensajes DHCP ACK con direcciones IP de servidores DNS distinta a la establecida en la red;SI
Credential Access;Brute Force;T1110;-;SI;Password Guessing;T1110.001;-;NO;NO;NO;-;SI
Credential Access;Brute Force;T1110;-;SI;Password Cracking;T1110.002;-;NO;NO;NO;-;SI
Credential Access;Brute Force;T1110;-;SI;Password Spraying;T1110.003;-;NO;NO;NO;-;SI
Credential Access;Brute Force;T1110;-;SI;Credential Stuffing;T1110.004;-;NO;NO;-;-;NO
Credential Access;Credentials from Password Stores;T1555;-;NO;Keychain;T1555.001;-;NO;NO;-;-;NO
Credential Access;Credentials from Password Stores;T1555;-;NO;Securityd Memory;T1555.002;-;NO;NO;-;-;NO
Credential Access;Credentials from Password Stores;T1555;-;NO;Credentials from Web Browsers;T1555.003;-;NO;NO;-;-;NO
Credential Access;Credentials from Password Stores;T1555;-;NO;Windows Credential Manager;T1555.004;-;NO;NO;-;-;NO
Credential Access;Credentials from Password Stores;T1555;-;NO;Password Managers;T1555.005;-;NO;NO;-;-;NO
Credential Access;Credentials from Password Stores;T1555;-;NO;Cloud Secrets Management Stores;T1555.006;-;NO;NO;-;-;NO
Credential Access;Exploitation for Credential Access;T1212;-;NO;-;-;-;NO;NO;-;-;NO
Credential Access;Forced Authentication;T1187;-;SI;-;-;-;SI;NO;SI;Regla genérica que detecte paquetes SMB en puertos TCP 139,445 y puerto UDP 137 y el tráfico WebDAV;SI
Credential Access;Forge Web Credentials;T1606;-;NO;Web Cookies;T1606.001;-;NO;NO;-;-;NO
Credential Access;Forge Web Credentials;T1606;-;NO;SAML Tokens;T1606.002;-;NO;NO;-;-;NO
Credential Access;Input Capture;T1056;Collection;NO;Keylogging;T1056.001;-;NO;NO;-;-;NO
Credential Access;Input Capture;T1056;Collection;NO;GUI Input Capture;T1056.002;-;NO;NO;-;-;NO
Credential Access;Input Capture;T1056;Collection;NO;Web Portal Capture;T1056.003;-;NO;NO;-;-;NO
Credential Access;Input Capture;T1056;Collection;NO;Credential API Hooking;T1056.004;-;NO;NO;-;-;NO
Credential Access;Modify Authentication Process;T1556;Defense Evasion, Persistence;NO;Domain Controller Authentication;T1556.001;-;NO;NO;-;-;NO
Credential Access;Modify Authentication Process;T1556;Defense Evasion, Persistence;NO;Password Filter DLL;T1556.002;-;NO;NO;-;-;NO
Credential Access;Modify Authentication Process;T1556;Defense Evasion, Persistence;NO;Pluggable Authentication Modules;T1556.003;-;NO;NO;-;-;NO
Credential Access;Modify Authentication Process;T1556;Defense Evasion, Persistence;NO;Network Device Authentication;T1556.004;-;NO;NO;-;-;NO
Credential Access;Modify Authentication Process;T1556;Defense Evasion, Persistence;NO;Reversible Encryption;T1556.005;-;NO;NO;-;--;NO
Credential Access;Modify Authentication Process;T1556;Defense Evasion, Persistence;NO;Multi-Factor Authentication;T1556.006;-;NO;NO;-;-;NO
Credential Access;Modify Authentication Process;T1556;Defense Evasion, Persistence;NO;Hybrid Identity;T1556.007;-;NO;NO;-;-;NO
Credential Access;Modify Authentication Process;T1556;Defense Evasion, Persistence;NO;Network Provider DLL;T1556.008;-;NO;NO;-;-;NO
Credential Access;Modify Authentication Process;T1556;Defense Evasion, Persistence;NO;Conditional Access Policies;T1556.009;-;NO;NO;-;-;NO
Credential Access;Multi-Factor Authentication Interception;T1111;-;NO;-;-;-;NO;NO;-;-;NO
Credential Access;Multi-Factor Authentication Request Generation;T1621;-;NO;-;-;-;NO;NO;-;-;NO
Credential Access;Network Sniffing;T1040;Discovery;NO;-;-;-;NO;NO;NO;No existe detección posible ante este tipo de ataques. El uso de cifrado WEP incorpora vulnerabilidades intrínsecas a este.;SI
Credential Access;OS Credential Dumping;T1003;-;SI;LSASS Memory;T1003.001;-;NO;NO;-;-;NO
Credential Access;OS Credential Dumping;T1003;-;SI;Security Account Manager;T1003.002;-;NO;NO;-;-;NO
Credential Access;OS Credential Dumping;T1003;-;SI;NTDS;T1003.003;-;NO;NO;-;-;NO
Credential Access;OS Credential Dumping;T1003;-;SI;LSA Secrets;T1003.004;-;NO;NO;-;-;NO
Credential Access;OS Credential Dumping;T1003;-;SI;Cached Domain Credentials;T1003.005;-;NO;NO;-;-;NO
Credential Access;OS Credential Dumping;T1003;-;SI;DCSync;T1003.006;-;SI;NO;SI;Regla compuesta que detecte una llamada DCERPC Bind a la API DRSUAPI y una llamada posterior a la función DsGetNCChanges;SI
Credential Access;OS Credential Dumping;T1003;-;SI;Proc Filesystem;T1003.007;-;NO;NO;-;-;NO
Credential Access;OS Credential Dumping;T1003;-;SI;/etc/passwd and /etc/shadow;T1003.008;-;NO;NO;-;-;NO
Credential Access;Steal Application Access Token;T1528;-;NO;-;-;-;NO;NO;-;-;NO
Credential Access;Steal or Forge Authentication Certificates;T1649;-;NO;-;-;-;NO;NO;-;-;NO
Credential Access;Steal or Forge Kerberos Tickets;T1558;-;NO;Golden Ticket;T1558.001;-;NO;NO;-;-;NO
Credential Access;Steal or Forge Kerberos Tickets;T1558;-;NO;Silver Ticket;T1558.002;-;NO;NO;-;-;NO
Credential Access;Steal or Forge Kerberos Tickets;T1558;-;NO;Kerberoasting;T1558.003;-;NO;NO;-;-;NO
Credential Access;Steal or Forge Kerberos Tickets;T1558;-;NO;AS-REP Roasting;T1558.004;-;NO;NO;-;-;NO
Credential Access;Steal Web Session Cookie;T1539;-;NO;-;-;-;NO;NO;-;-;NO
Credential Access;Unsecured Credentials;T1552;-;NO;Credentials in Files;T1552.001;-;NO;NO;-;-;NO
Credential Access;Unsecured Credentials;T1552;-;NO;Credentials in Registry;T1552.002;-;NO;NO;-;-;NO
Credential Access;Unsecured Credentials;T1552;-;NO;Bash History;T1552.003;-;NO;NO;-;-;NO
Credential Access;Unsecured Credentials;T1552;-;NO;Private Keys;T1552.004;-;NO;NO;-;-;NO
Credential Access;Unsecured Credentials;T1552;-;NO;Cloud Instance Metadata API;T1552.005;-;NO;NO;-;-;NO
Credential Access;Unsecured Credentials;T1552;-;NO;Group Policy Preferences;T1552.006;-;NO;NO;-;-;NO
Credential Access;Unsecured Credentials;T1552;-;NO;Container API;T1552.007;-;NO;NO;-;-;NO
Credential Access;Unsecured Credentials;T1552;-;NO;Chat Messages;T1552.008;-;NO;NO;-;-;NO
Discovery;Account Discovery;T1087;-;NO;Local Account;T1087.001;-;NO;NO;-;-;NO
Discovery;Account Discovery;T1087;-;NO;Domain Account;T1087.002;-;SI;NO;-;-;NO
Discovery;Account Discovery;T1087;-;NO;Email Account;T1087.003;-;NO;NO;-;-;NO
Discovery;Account Discovery;T1087;-;NO;Cloud Account;T1087.004;-;NO;NO;-;-;NO
Discovery;Application Window Discovery;T1010;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Browser Information Discovery;T1217;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Cloud Infrastructure Discovery;T1580;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Cloud Service Dashboard;T1538;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Cloud Service Discovery;T1526;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Cloud Storage Object Discovery;T1619;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Container and Resource Discovery;T1613;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Debugger Evasion;T1622;Defense Evasion;NO;-;-;-;NO;NO;-;-;NO
Discovery;Device Driver Discovery;T1562;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Domain Trust Discovery;T1482;-;SI;-;-;-;SI;NO;NO, salvo reglas personalizadas;Regla personalizada que detecte paquetes LDAP, procedentes de equipos que no son DC en la red (configurable manualmente) y con la cadena objectClass=trustedDomain;SI
Discovery;File and Directory Discovery;T1083;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Group Policy Discovery;T1615;-;SI;-;-;-;SI;NO;NO;Detección por anomalías;SI
Discovery;Log Enumeration;T1654;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Network Service Discovery;T1046;-;SI;-;-;-;SI;NO;SI;Múltiples mecanismos. Por ejemplo, regla que detecte un escaneo de puertos (alto número de peticiones hacia un rango de puertos en poco tiempo);SI
Discovery;Network Share Discovery;T1135;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Network Sniffing;T1040;Credential Access;NO;-;-;-;NO;NO;-;-;NO
Discovery;Password Policy Discovery;T1201;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Peripheral Device Discovery;T1120;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Permissions Group Discovery;T1069;-;NO;Local Groups;T1069.001;-;NO;NO;-;-;NO
Discovery;;;;;Domain Groups;T1069.002;-;NO;NO;-;-;NO
Discovery;;;;;Cloud Groups;T1069.003;-;NO;NO;-;-;NO
Discovery;Proccess Discovery;T1057;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Query Registry;T1012;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Remote System Discovery;T1018;-;SI;-;-;-;SI;NO;SI;Regla genérica que detecte nuevas conexiones construidas asociadas con pings/escaneos que intenten obtener un listado de sistemas por direccion IP;SI
Discovery;Software Discovery;T1518;-;NO;Security Software Discovery;T1518.001;-;NO;NO;-;-;NO
Discovery;System Information Discovery;T1082;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;System Location Discovery;T1614;-;NO;System Language Discovery;T1614.001;-;NO;NO;-;-;NO
Discovery;System Network Configuration Discovery;T1016;-;NO;Internet Connection Discovery;T1016.001;-;NO;NO;-;-;NO
Discovery;;;;;Wi-Fi Discovery;T1016.002;-;NO;NO;-;-;NO
Discovery;System Network Connections Discovery;T1049;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;System Owner / User Discovery;T1033;-;SI;-;-;-;SI;NO;SI;Regla que detecte múltiples interacciones con la API LSM_API_service del servicio RPC desde el mismo equipo origen.;SI
Discovery;System Service Discovery;T1007;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;System Time Discovery;T1124;-;NO;-;-;-;NO;NO;-;-;NO
Discovery;Virtualization/Sandbox Evasion;T1497;Defense Evasion;NO;System Checks;T1497.001;-;NO;NO;-;-;NO
Discovery;Virtualization/Sandbox Evasion;T1497;Defense Evasion;NO;User Activity Based Checks;T1497.002;-;NO;NO;-;-;NO
Discovery;Virtualization/Sandbox Evasion;T1497;Defense Evasion;NO;Time Based Evasion;T1497.003;-;NO;NO;-;-;NO
Lateral Movement;Exploitation of Remote Services;T1210;-;SI;-;-;-;SI;NO;SI;Regla genérica que detecte intento de ejecucion remota de codigo en servidor FTP;SI
Lateral Movement;Internal Spearphishing;T1534;-;SI;-;-;-;SI;NO;NO;Detección por anomalías, análisis de la estructura de correos electrónicos, petición de información confidencial, etc;SI
Lateral Movement;Lateral Tool Transfer;T1570;-;SI;-;-;-;SI;NO;SI;Reglas genéricas que detecten un traspaso de archivos entre equipos utilizando protocolos de transferencia de ficheros como SMB, FTP... Dependiendo de las circunstancias del ataque tambien es importante detectar la transferencia de archivos malware que sean detectables mediante tráfico de red.;SI
Lateral Movement;Remote Service Session Hijacking;T1563;-;SI;SSH Hijacking;T1563.001;-;SI;NO;SI;Regla genérica para detectar conexiones SSH entre un orígen y un servidor o destino;SI
Lateral Movement;Remote Service Session Hijacking;T1563;-;SI;RDP Hijacking;T1563.002;-;SI;NO;SI;Regla genérica para detectar conexiones RDP entre un orígen y un servidor o destino;SI
Lateral Movement;Remote Services;T1021;-;SI;Remote Desktop Protocol;T1021.001;-;SI;NO;SI;Regla genérica para detectar conexiones RDP entre un orígen y un servidor o destino;NO
Lateral Movement;Remote Services;T1021;-;SI;SMB/Windows Admin Shares;T1021.002;-;SI;NO;SI;Regla genérica para detectar conexiones SMB entre un orígen y un servidor/destino;NO
Lateral Movement;Remote Services;T1021;-;SI;Distributed Component Object Model;T1021.003;-;SI;NO;SI;Regla genérica que monitorice puerto 135;NO
Lateral Movement;Remote Services;T1021;-;SI;SSH;T1021.004;-;SI;NO;SI;Regla genérica para detectar conexiones SSH entre un orígen y un servidor o destino dentro de la red a proteger. *Este ataque, si bien es detectable por red, es idéntico a un acceso legítimo, por lo que no es posible diferenciar uno de otro (salvo por anomalías relacionadas con direcciones IP o usuarios poco comunes);SI
Lateral Movement;Remote Services;T1021;-;SI;VNC;T1021.005;-;SI;NO;SI;Regla genérica para detectar conexiones construidas mediante VNC entre un orígen y un servidor/destino;NO
Lateral Movement;Remote Services;T1021;-;SI;Windows Remote Management;T1021.006;--;SI;NO;SI;Regla genérica que monitorice conexiones mediante WinRM y puertos 5985 y 5986;NO
Lateral Movement;Remote Services;T1021;-;SI;Cloud Services;T1021.007;-;NO;NO;-;-;NO
Lateral Movement;Remote Services;T1021;-;SI;Direct Cloud VM Connections;T1021.008;-;NO;NO;-;-;NO
Lateral Movement;Replication Through Removable Media;T1091;Initial Access;NO;-;-;-;NO;NO;-;-;NO
Lateral Movement;Software Development Tools;T1072;Execution;NO;-;-;-;NO;NO;-;-;NO
Lateral Movement;Taint Shared Content;T1080;-;NO;-;-;-;NO;NO;-;-;NO
Lateral Movement;Use Alternate Authentication Material;T1550;Lateral Movement;NO;Application Access Token;T1550.001;-;NO;NO;-;-;NO
Lateral Movement;Use Alternate Authentication Material;T1550;Lateral Movement;NO;Pass the Hash;T1550.002;-;NO;NO;-;-;NO
Lateral Movement;Use Alternate Authentication Material;T1550;Lateral Movement;NO;Pass the Ticket;T1550.003;-;NO;NO;-;-;NO
Lateral Movement;Use Alternate Authentication Material;T1550;Lateral Movement;NO;Web Session Cookie;T1550.004;-;NO;NO;-;-;NO
Collection;Adversary-in-the-Middle;T1557;Credential Access;SI;LLMNR/NBT-NS Poisoning and SMB Relay;T1557.001;-;SI;NO;-;-;NO
Collection;Adversary-in-the-Middle;T1557;Credential Access;SI;ARP Cache Poisoning;T1557.002;-;SI;SI;NO;-;SI
Collection;Adversary-in-the-Middle;T1557;Credential Access;SI;DHCP Spoofing;T1557.003;-;SI;NO;-;-;NO
Collection;Archive Collected Data;T1560;-;NO;Archive via Utility;T1560.001;-;NO;NO;-;-;NO
Collection;Archive Collected Data;T1560;-;NO;Archive via Library;T1560.002;-;NO;NO;-;-;NO
Collection;Archive Collected Data;T1560;-;NO;Archive via Custom Method;T1560.003;-;NO;NO;-;-;NO
Collection;Audio Capture;T1123;-;NO;-;-;-;NO;NO;-;-;NO
Collection;Automated Collection;T1119;-;NO;-;-;-;NO;NO;-;-;NO
Collection;Browser Session Hijacking;T1185;-;NO;-;-;-;NO;NO;-;-;NO
Collection;Clipboard Data;T1115;-;NO;-;-;-;NO;NO;-;-;NO
Collection;Data from Cloud Storage;T1530;-;NO;-;-;-;NO;NO;-;-;NO
Collection;Data from Configuration Repository;T1602;-;SI;SNMP (MIB Dump);T1602.001;-;SI;SI;SI;Regla genérica que detecte el uso del protocolo SNMP sobre UDP para acceder a la comunidad public;SI
Collection;Data from Configuration Repository;T1602;-;SI;Network Device Configuration Dump;T1602.002;-;SI;SI;-;-;NO
Collection;Data from Information Repositories;T1213;-;SI;Confluence;T1213.001;-;NO;NO;-;-;NO
Collection;Data from Information Repositories;T1213;-;SI;Sharepoint;T1213.002;-;NO;NO;-;-;NO
Collection;Data from Information Repositories;T1213;-;SI;Code Repositories;T1213.003;-;NO;NO;-;-;NO
Collection;Data from Local System;T1005;-;NO;-;-;-;NO;NO;-;-;NO
Collection;Data from Network Shared Drive;T1039;-;SI;-;-;-;SI;NO;NO;Detección por anomalías, copia repentina de ficheros compartidos por red.;SI
Collection;Data from Removable Media;T1025;-;NO;-;-;-;NO;NO;-;-;NO
Collection;Data Staged;T1074;-;NO;Local Data Staging;T1074.001;-;NO;NO;-;-;NO
Collection;Data Staged;T1074;-;NO;Remote Data Staging;T1074.002;-;NO;NO;-;-;NO
Collection;Email Collection;T1114;-;SI;Local Email Collection;T1114.001;-;NO;NO;-;-;NO
Collection;Email Collection;T1114;-;SI;Remote Email Collection;T1114.002;-;SI;NO;NO;Detección por anomalías, peticiones LDAP espontáneas desde un equipo de la red, haciendo uso de una cuenta con credenciales válidas.;SI
Collection;Email Collection;T1114;-;SI;Email Forwarding Rule;T1114.003;-;NO;NO;-;-;NO
Collection;Input Capture;T1056;Credential Access;NO;Keylogging;T1056.001;-;NO;NO;-;-;NO
Collection;Input Capture;T1057;Credential Access;NO;GUI Input Capture;T1056.002;-;NO;NO;-;-;NO
Collection;Input Capture;T1058;Credential Access;NO;Web Portal Capture;T1056.003;-;NO;NO;-;-;NO
Collection;Input Capture;T1059;Credential Access;NO;Credential API Hooking;T1056.004;-;NO;NO;-;-;NO
Collection;Screen Capture;T1113;-;NO;-;-;-;NO;NO;-;-;NO
Collection;Video Capture;T1125;-;NO;-;-;-;NO;NO;-;-;NO
Command and Control;Application Layer Protocol;T1071;-;SI;Web Protocols;T1071.001;-;SI;SI;-;-;NO
Command and Control;Application Layer Protocol;T1071;-;SI;File Transfer Protocols;T1071.002;-;SI;SI;-;-;NO
Command and Control;Application Layer Protocol;T1071;-;SI;Mail Protocols;T1071.003;-;SI;SI;-;-;NO
Command and Control;Application Layer Protocol;T1071;-;SI;DNS;T1071.004;-;SI;SI;SI;Regla genérica que detecta uso de dnscat;SI
Command and Control;Communication Through Removable Media;T1092;-;NO;-;-;-;NO;NO;-;-;NO
Command and Control;Content Injection;T1659;Initial Access;SI;-;-;-;SI;NO;-;-;SI
Command and Control;Data Encoding;T1132;-;SI;Standard Encoding;T1132.001;-;SI;SI;SI;Regla genérica que detecte codificación en Base64 en un paquete;SI
Command and Control;Data Encoding;T1132;-;SI;Non-Standard Encoding;T1132.002;-;SI;SI;-;-;NO
Command and Control;Data Obfuscation;T1001;-;SI;Junk Data;T1001.001;-;SI;SI;-;-;NO
Command and Control;Data Obfuscation;T1001;-;SI;Steganography;T1001.002;-;SI;SI;NO;Detección por anomalías y/o estegoanálisis, envío de imágenes o ficheros con formato poco común entre equipos, existencia de ficheros comprimidos sospechosos, etc.;SI
Command and Control;Data Obfuscation;T1001;-;SI;Protocol Impersonation;T1001.003;-;SI;SI;NO, salvo uso de reglas personalizadas;Regla personalizada que compruebe el campo Server Name y mediante DNS asegure si se corresponde con la dirección IP a la que se está accediendo.;SI
Command and Control;Dynamic Resolution;T1568;-;SI;Fast Flux DNS;T1568.001;-;SI;SI;SI;Regla genérica que detecte consultas DNS de un mismo origen a un mismo destino y que la respuesta DNS devuelva diferentes IPs en cada respuesta;SI
Command and Control;Dynamic Resolution;T1568;-;SI;Domain Generation Algorithms;T1568.002;-;SI;SI;-;-;NO
Command and Control;Dynamic Resolution;T1568;-;SI;DNS Calculation;T1568.003;-;SI;SI;-;-;NO
Command and Control;Encrypted Channel;T1573;-;SI;Symmetric Cryptography;T1573.001;-;SI;SI;-;-;NO
Command and Control;Encrypted Channel;T1573;-;SI;Asymmetric Cryptography;T1573.002;-;SI;SI;SI;Monitorizar por la creación de nuevas conexiones encriptadas al exterior;SI
Command and Control;Fallback Channels;T1008;-;SI;-;-;-;SI;SI;SI*;La detección de la creación del canal es posible para este caso concreto. Sin embargo, si ambos canales, tanto primario como secundario están establecidos, y no se ha detectado su creación, el cambio de uno a otro es inapreciable por el cortafuegos.;SI
Command and Control;Hide Infrastructure;T1665;-;SI;-;;;SI;NO;NO, salvo circunstancias concretas del ataque;Detección por reglas/anomalías. Resulta importante monitorizar tráfico de red con destino a dominios incluidos en listas negras, conexiones a equpos externos...;SI
Command and Control;Ingress Tool Transfer;T1105;-;SI;-;-;-;SI;NO;SI;Reglas genéricas que detecten un traspaso de archivos entre equipos utilizando protocolos de transferencia de ficheros como SMB, FTP... Dependiendo de las circunstancias del ataque tambien es importante detectar la transferencia de archivos malware que sean detectables mediante tráfico de red.;SI
Command and Control;Multi-Stage Channels;T1104;-;SI;-;-;-;SI;SI;NO;Detección por anomalías. Investigación de las sesiones establecidas en el equipo atacante (siempre que sea posible) para identificar un rastro de otra dirección.;SI
